Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI128-HH-1470-T1,6699.2,239.5,17360.5,55897.3,10049.5,2984.1,4534.5,1988.3,887.2,1700.9,21867.6,4269.2,1561.8,1013.6,414.8,4875.3,0.0,387.8,5708.5,457.7,15613.3,57502.3,8549.5,3129.1,4723.8,2077.7,4457.9,1938.8,574.6,5177.7,0.0,455.1,0.0,469.8,0.0,0.0,0.0,0.0,0.0,16.8,1084.9,657.8,1126.2,1178.1,1069.3,1146275.0,1129570.0,227554.728713,229434.853361,456989.582074,232902.5,232612.5,465515.0,63385.0,634178.582074,1001023.0,984318.0,1637171.0,0.792217,1.131486,20.0,34.0,54.0,1446921.123131
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI130-HH-1528-T1,6854.0,250.8,16412.0,51824.0,8878.3,3197.1,5293.0,2124.6,975.9,1972.9,22974.1,5233.2,1837.2,1155.6,539.1,5056.0,7.6,378.0,10767.6,191.8,15121.9,55247.8,8268.3,3934.9,5481.6,2271.3,5001.6,2154.2,719.0,4756.3,18.8,735.1,0.0,1674.1,0.0,0.0,0.0,0.0,0.0,128.0,1015.8,524.8,783.1,701.5,938.0,1261387.0,1238774.0,249901.523389,249826.367304,499727.890693,269481.0,266907.0,536388.0,67250.0,674292.890693,1124062.0,1101449.0,1830459.0,0.720139,1.045028,21.0,23.0,44.0,1751587.830048
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI135-Guys-0779-T1,4069.9,257.9,14732.2,56495.6,8832.9,3527.0,5328.3,2138.9,714.6,1591.9,20746.7,4071.4,1600.1,773.7,521.1,4328.2,2.3,168.1,4227.4,270.5,14350.1,54834.3,7896.3,3727.7,5106.7,2262.2,4361.6,1822.4,584.2,4303.7,16.5,272.4,0.0,438.2,0.0,0.0,0.0,0.0,0.0,170.5,1090.0,546.7,697.1,666.8,905.0,1149445.0,1137982.0,226686.491549,225097.037424,451783.528973,244609.5,241620.5,486230.0,61116.0,624685.528973,1009671.0,998208.0,1570879.0,0.749767,1.024662,7.0,4.0,11.0,1533070.569199
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI138-Guys-0746-T1,9124.1,193.4,18321.3,59194.1,8953.0,4005.7,5046.8,2056.6,959.5,2764.0,22318.0,4121.2,1473.9,1154.9,531.0,4220.5,23.7,584.3,7758.8,174.2,18146.6,60942.4,7309.8,3872.6,5291.5,2257.3,4762.1,1684.4,509.0,4475.9,0.0,557.5,0.0,841.4,0.0,0.0,0.0,0.0,0.0,144.8,945.8,585.9,597.2,551.5,1054.3,1298489.0,1275806.0,248144.133599,249992.520585,498136.654184,279846.0,282519.0,562365.0,61610.0,680006.654184,1143221.0,1120538.0,1755886.0,0.773475,1.045935,10.0,14.0,24.0,1678772.412985
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI141-Guys-0789-T1,10089.9,256.0,17219.2,49105.2,7110.4,2924.4,4305.0,1688.2,1614.5,1406.0,19134.9,3925.4,1422.1,1317.2,289.9,3899.5,32.6,656.7,11087.9,263.3,15054.0,52875.4,6318.4,3030.6,4303.1,1781.7,3942.3,1574.6,369.3,3914.4,43.7,683.7,0.0,781.3,0.0,0.0,0.0,0.0,0.0,180.1,908.8,538.7,581.6,453.3,808.1,1053177.0,1026427.0,197392.984591,198250.60546,395643.590051,221727.5,224663.5,446391.0,51990.0,550403.590051,919428.0,892678.0,1536506.0,0.720753,1.051525,11.0,6.0,17.0,1461217.284823
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI145-Guys-0781-T1,13199.3,688.4,17931.3,59386.3,8474.5,2939.2,4009.6,1729.0,1324.5,2173.2,22021.8,4146.6,1459.9,1510.9,372.7,3976.9,41.9,622.8,9930.5,414.5,16343.3,57798.7,7606.7,2951.2,4446.7,1842.3,4094.9,1662.6,505.7,4017.0,22.8,740.8,0.0,891.4,0.0,0.0,0.0,0.0,0.0,155.0,1083.1,561.6,442.3,598.4,954.6,1228897.0,1198997.0,223448.807736,223201.396567,446650.204303,273311.5,274155.5,547467.0,55664.0,620371.204303,1078138.0,1048238.0,1800957.0,0.694008,1.017073,7.0,10.0,17.0,1770725.630016
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI146-HH-1389-T1,3471.6,174.8,14984.4,60369.0,10275.6,2714.5,4569.6,2293.4,653.5,2476.8,23971.1,4501.8,1430.5,833.0,401.1,4766.7,19.8,168.6,3214.7,285.6,15498.2,60727.4,8637.4,2972.5,5472.4,2077.0,4855.3,1845.2,497.9,5059.5,6.8,253.3,0.0,848.5,0.0,0.0,0.0,0.0,0.0,48.0,1155.2,757.7,1361.1,1052.5,1157.6,1263845.0,1253280.0,241855.037757,245400.752756,487255.790513,275277.5,276426.5,551704.0,64312.0,674152.790513,1112494.0,1101929.0,1841560.0,0.74819,1.090194,26.0,16.0,42.0,1689203.221398
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI148-HH-1453-T1,16108.0,484.0,21514.0,53683.4,9375.1,3100.1,5067.3,2107.5,1858.1,3925.5,22532.9,4805.5,1539.3,959.7,538.7,4850.7,8.3,651.6,15076.0,599.5,21771.9,52146.9,8167.6,3361.7,4911.7,1904.1,4429.0,1620.1,622.5,4599.6,16.7,666.6,0.0,1086.8,0.0,0.0,0.0,0.0,0.0,115.8,932.2,590.3,714.0,663.9,903.6,1244224.0,1204826.0,238716.800202,246122.45114,484839.251342,252009.0,256254.0,508263.0,63551.0,655849.251342,1094679.0,1055281.0,1854495.0,0.714967,1.065646,15.0,13.0,28.0,1740253.881061
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI151-Guys-0793-T1,12119.1,826.1,18549.0,52052.2,8200.0,3561.9,4489.4,1981.0,1436.3,1311.8,20637.5,4026.7,1481.9,1350.3,412.7,4089.9,42.2,751.6,13026.9,643.1,15049.3,52746.9,7683.0,3571.3,4834.3,1980.5,4462.0,1850.0,471.7,4159.6,20.1,713.8,0.0,1455.2,0.0,0.0,0.0,0.0,0.0,181.2,1011.9,609.1,805.8,724.7,853.0,1195207.0,1163645.0,214565.866424,215317.381481,429883.247905,272016.0,266688.0,538704.0,58984.0,593561.247905,1058021.0,1026459.0,1607675.0,0.770026,1.035764,13.0,5.0,18.0,1552163.65166
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI153-Guys-0782-T1,6677.6,245.2,15000.0,58776.5,8572.4,3254.9,5461.5,2251.8,796.0,2743.7,21307.4,4464.0,1775.7,1103.5,581.6,4318.4,71.1,389.6,7999.0,266.0,18877.6,58726.3,7845.6,3393.6,5207.0,2276.3,4359.4,1871.6,644.6,4282.6,35.7,420.1,0.0,545.8,0.0,0.0,0.0,0.0,0.0,107.2,1219.1,694.5,822.1,509.5,873.5,1239671.0,1219822.0,250068.139175,250768.049937,500836.189112,254260.5,253752.5,508013.0,61440.0,680114.189112,1088714.0,1068865.0,1675168.0,0.762427,1.030269,12.0,6.0,18.0,1625952.843137
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI156-Guys-0837-T1,8927.3,171.8,16088.4,57256.1,8103.8,2916.1,4141.2,1918.5,1110.1,1774.6,23314.7,4524.2,1473.2,1198.3,356.4,4340.4,36.3,768.9,7727.3,44.1,19581.8,55866.9,7409.5,2906.4,4596.3,2122.9,4636.3,1731.5,425.0,4121.4,23.1,704.7,0.0,945.9,0.0,0.0,0.0,0.0,0.0,156.4,1053.7,597.5,618.6,618.4,844.1,1174233.0,1152600.0,209620.719559,207911.427613,417532.147173,268071.0,262365.0,530436.0,56983.0,588671.147173,1025226.0,1003593.0,1747157.0,0.740071,1.101161,3.0,4.0,7.0,1586649.764088
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI158-Guys-0783-T1,24587.4,460.5,14428.9,46558.9,6466.3,2649.9,3541.8,1615.8,1376.2,1469.0,17839.0,3269.6,1263.4,1274.7,226.3,3276.3,85.5,795.4,14274.2,260.9,13687.7,47941.8,5519.1,2722.8,3594.5,1501.5,3729.8,1334.7,297.3,3406.1,41.4,822.7,0.0,1630.2,0.0,0.0,0.0,0.0,0.0,87.2,1046.9,518.1,418.9,478.9,866.9,1027644.0,982621.0,193701.074174,192891.956984,386593.031158,216059.5,212887.5,428947.0,45988.0,527824.031158,905727.0,860704.0,1415931.0,0.714767,0.984836,15.0,9.0,24.0,1437732.64889
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI166-Guys-0846-T1,3599.5,157.3,12109.0,49979.9,7325.0,3132.9,4329.3,1786.5,614.3,949.4,20077.7,3939.3,1504.1,690.2,388.2,3388.8,66.4,202.3,2736.6,172.4,11715.3,51322.8,6617.2,3383.0,4562.9,1789.8,4311.1,1663.4,480.5,3526.7,18.1,257.9,0.0,847.8,0.0,0.0,0.0,0.0,0.0,191.1,857.8,517.4,661.6,549.0,1080.4,1017247.0,1008732.0,210149.211214,213475.626372,423624.837586,203911.0,204648.0,408559.0,53189.0,578931.837586,892723.0,884208.0,1472511.0,0.825314,1.194679,12.0,25.0,37.0,1232557.830453
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI169-Guys-0842-T1,6489.0,473.4,14039.5,45193.6,7072.9,3172.1,3734.6,1646.9,856.3,2378.1,19128.0,4171.2,1574.4,818.7,338.6,3496.5,23.3,446.5,7966.4,415.6,13503.9,47884.2,6445.8,3126.3,3724.2,1479.3,4108.5,1564.7,419.9,3339.0,11.2,666.1,0.0,1265.1,0.0,0.0,0.0,0.0,0.0,206.1,888.0,446.7,357.1,377.2,672.6,1072551.0,1053183.0,213659.964895,221300.892338,434960.857232,220668.5,227539.5,448208.0,50928.0,579347.857232,952787.0,933419.0,1490664.0,0.734694,1.0211,9.0,10.0,19.0,1459861.166391
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI172-Guys-0982-T1,12960.1,419.7,19783.9,61181.2,7923.3,4207.8,5399.2,2559.7,1873.8,2815.7,24006.4,4211.3,1663.9,1633.9,497.4,4515.2,26.0,637.5,26880.3,897.3,17185.4,55923.9,7128.1,4583.8,5139.6,2647.2,4298.9,1923.4,504.5,4767.8,7.7,1059.3,0.0,7422.7,0.0,0.0,0.0,0.0,0.0,196.1,1050.4,350.6,378.9,384.5,845.8,1341139.0,1292514.0,255841.392078,254897.518229,510738.910307,282738.5,283680.5,566419.0,64061.0,691983.910307,1188463.0,1139838.0,2002982.0,0.702754,1.049558,18.0,19.0,37.0,1908405.934622
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI182-Guys-0792-T1,13796.3,291.0,17983.1,53842.2,7686.7,3103.2,4184.0,1955.1,1187.0,1465.7,21044.6,3838.7,1801.6,1324.5,335.6,4021.8,0.0,657.3,10542.0,221.0,17522.8,54255.2,7147.9,3299.5,4319.8,2024.3,4073.3,1716.4,432.9,4021.4,61.2,534.1,0.0,960.3,0.0,0.0,0.0,0.0,0.0,219.5,1062.3,666.3,533.3,493.6,1140.7,1188401.0,1159103.0,233036.902068,234956.272939,467993.175008,248248.0,245862.0,494110.0,55453.0,631998.175008,1045657.0,1016359.0,1609556.0,0.760193,1.029596,16.0,14.0,30.0,1563288.825251
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI188-Guys-0798-T1,6661.2,263.1,17056.1,57001.8,7461.1,3140.6,4266.6,2177.1,740.2,2149.4,19261.2,3988.9,1501.0,838.8,516.1,3811.1,36.4,265.5,10396.1,150.2,15333.0,55828.7,6867.4,3141.0,4349.8,2095.7,3919.4,1546.7,527.9,3604.4,0.0,437.8,0.0,962.5,0.0,0.0,0.0,0.0,0.0,155.6,1023.3,755.1,631.2,478.7,982.3,1131794.0,1110478.0,213641.167863,215952.159167,429593.327031,240152.5,243776.5,483929.0,54021.0,597224.327031,987531.0,966215.0,1582124.0,0.768538,1.074332,13.0,13.0,26.0,1472657.757171
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI191-Guys-0801-T1,6727.7,168.7,15037.1,55699.5,7593.4,2777.4,4468.7,1732.2,991.8,2569.7,21732.4,3648.5,1500.8,881.2,332.4,3988.2,0.0,610.5,5930.2,235.0,15050.0,56390.4,6245.2,2800.6,4613.1,2123.2,4052.2,1695.3,406.6,3890.2,30.0,535.7,0.0,659.6,0.0,0.0,0.0,0.0,0.0,89.7,1104.6,695.0,636.8,656.6,886.9,1156792.0,1138889.0,210383.112277,215241.288686,425624.400963,259197.0,261075.0,520272.0,53103.0,591502.400963,1015407.0,997504.0,1645402.0,0.764102,1.086846,11.0,6.0,17.0,1513923.66194
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI196-Guys-0805-T1,9256.0,419.3,14445.0,55744.0,6497.5,3218.2,4556.0,1782.2,1056.4,1991.6,19575.4,3581.7,1334.3,1105.3,392.5,3550.6,23.4,644.3,8163.6,284.8,12804.7,58473.4,6652.5,3227.7,4556.5,1710.3,3764.8,1459.4,496.7,3703.0,26.1,517.2,0.0,537.2,0.0,0.0,0.0,0.0,0.0,162.2,1236.1,715.7,820.4,925.0,922.1,1069427.0,1046590.0,224560.867854,224806.192619,449367.060473,204592.5,201205.5,405798.0,51739.0,616173.060473,928686.0,905849.0,1543543.0,0.77485,1.118369,13.0,12.0,25.0,1380173.165138
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI202-HH-1526-T1,6849.0,262.4,13886.8,55523.7,8690.7,3344.4,4633.5,1900.1,713.0,2345.3,21136.2,4563.4,1960.4,954.0,274.4,3893.5,72.3,315.9,4174.0,175.5,12460.9,56291.5,8014.6,3270.4,4757.4,2067.8,4829.5,1860.8,548.4,4180.8,24.1,338.8,0.0,837.8,0.0,0.0,0.0,0.0,0.0,5.3,941.6,604.0,851.0,774.1,831.2,1079332.0,1064246.0,214108.521159,210947.499793,425056.020952,221159.5,221567.5,442727.0,60800.0,597939.020952,942133.0,927047.0,1552615.0,0.720651,1.036654,17.0,23.0,40.0,1497717.170025
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI205-HH-1649-T1,5613.5,366.1,17744.9,62814.2,9026.3,3053.5,5241.3,2269.9,989.8,2196.7,22793.1,4936.2,1724.7,943.9,431.5,4838.4,65.8,491.7,8722.5,447.3,16214.7,63671.4,8247.4,3106.6,5441.7,2319.7,4805.1,1829.4,653.7,4814.1,8.7,614.4,0.0,685.9,0.0,0.0,0.0,0.0,0.0,72.9,965.4,485.0,572.8,487.3,946.5,1168687.0,1149167.0,224684.000136,225315.113374,449999.11351,240094.0,234670.0,474764.0,65200.0,642228.11351,1008293.0,988773.0,1724862.0,0.739467,1.091377,10.0,15.0,25.0,1580445.445901
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI214-HH-1636-T1,3409.2,61.4,17227.1,48770.9,8638.7,3208.6,4958.2,2152.2,732.2,1523.3,20252.6,4470.6,1805.1,955.6,406.8,4397.3,15.3,200.9,3849.6,17.6,14272.5,52150.2,8059.8,3241.0,5005.8,2013.8,4498.0,1937.0,546.3,4304.5,26.9,281.9,0.0,696.8,0.0,0.0,0.0,0.0,0.0,92.7,960.0,841.8,1012.5,615.3,869.1,1151062.0,1140734.0,246916.317943,247634.437637,494550.755581,226294.5,227484.5,453779.0,61355.0,658023.755581,1018188.0,1007860.0,1630378.0,0.851175,1.205614,21.0,33.0,54.0,1352321.359682
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI223-Guys-0830-T1,8851.2,247.7,17591.6,51291.2,8460.7,3243.0,4369.4,1872.3,844.8,1420.4,21246.3,4269.7,1636.8,931.6,306.4,3965.1,64.6,439.8,10529.4,343.7,15570.5,54954.7,7535.3,3305.7,4307.5,1938.3,4325.0,1769.9,387.1,3808.8,83.0,528.8,0.0,816.7,0.0,0.0,0.0,0.0,0.0,111.7,1089.7,679.8,670.6,864.0,982.6,1201532.0,1177857.0,227404.515088,227313.0235,454717.538588,263008.0,265765.0,528773.0,56790.0,618964.538588,1062551.0,1038876.0,1665243.0,0.742662,1.029279,13.0,7.0,20.0,1617872.702504
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI230-IOP-0869-T1,6027.1,277.8,13252.0,50262.6,7278.8,2875.9,4161.9,1886.9,920.1,1747.4,17839.6,4049.0,1060.8,1612.0,460.8,3853.3,0.0,198.7,4628.2,184.9,13072.9,53601.7,7097.2,3005.3,4262.5,1963.1,4111.4,1227.4,557.4,3793.1,0.0,250.6,0.0,1094.1,0.0,0.0,0.0,0.0,0.0,185.2,848.1,682.8,572.2,603.8,889.3,978748.0,964772.0,187006.284144,199675.409277,386681.693421,196483.0,199630.0,396113.0,53486.0,545443.693421,849071.0,835095.0,1735242.0,0.764843,1.356006,25.0,31.0,56.0,1279671.488091
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI233-IOP-0875-T1,5995.1,75.5,13097.7,47822.8,7297.2,2919.7,3442.1,1637.2,466.1,867.2,17393.6,3520.3,1096.7,974.6,380.0,3621.2,0.0,222.9,2863.9,133.1,10041.0,47080.5,6870.7,2697.1,3666.8,1741.0,3687.8,1170.7,487.9,3626.8,0.0,134.8,0.0,1511.3,0.0,0.0,0.0,0.0,0.0,130.5,835.7,588.9,465.5,550.7,873.8,914707.0,904587.0,177361.47786,180621.571367,357983.049228,191633.0,189987.0,381620.0,49065.0,502197.049228,797663.0,787543.0,1316925.0,0.743895,1.071003,33.0,16.0,49.0,1229618.19645
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI236-Guys-0817-T1,14604.9,395.2,17177.1,55834.8,9585.7,3663.3,5560.1,2391.8,1066.4,1167.1,19899.3,4298.1,1732.6,1008.7,476.3,4535.1,37.1,555.9,11262.3,293.0,17325.9,57336.4,8844.2,3508.3,5317.2,2332.3,4340.7,1718.0,551.6,4548.5,16.3,659.4,0.0,657.4,0.0,0.0,0.0,0.0,0.0,177.7,1114.0,581.6,503.8,532.3,1141.9,1282513.0,1252219.0,252392.973334,251347.531428,503740.504762,269562.5,268625.5,538188.0,64386.0,681882.504762,1135301.0,1105007.0,1742128.0,0.765823,1.040271,15.0,16.0,31.0,1674686.181544
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI237-Guys-1049-T1,15512.1,813.5,14177.2,41287.8,5469.4,2558.1,3744.8,1690.3,1318.8,1636.7,20196.5,3259.3,1283.4,877.2,202.8,3358.9,15.9,963.1,8918.1,768.6,12083.4,42639.5,5416.1,2816.7,3875.2,1617.8,3541.4,1582.6,362.6,3535.7,21.9,699.8,0.0,1481.0,0.0,0.0,0.0,0.0,0.0,182.3,888.5,427.5,390.0,359.3,685.5,885439.0,854492.0,154275.592936,155079.693512,309355.286449,195395.0,196148.0,391543.0,45995.0,440222.286449,775849.0,744902.0,1240271.0,0.731362,1.024449,16.0,16.0,32.0,1210671.637039
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI240-Guys-0834-T1,17267.9,955.6,14243.2,58952.9,7669.3,2999.7,4827.1,1711.1,1209.1,1769.2,20194.0,3703.9,1358.5,824.1,283.4,3818.6,49.3,1107.6,10837.9,454.2,14676.4,64746.2,6801.3,2934.6,5039.3,1914.9,4025.7,1646.4,408.8,3916.2,73.2,886.6,0.0,661.7,0.0,0.0,0.0,0.0,0.0,195.6,948.9,409.8,491.9,609.2,1031.8,1085887.0,1050996.0,212368.690406,212804.646071,425173.336477,210271.5,210362.5,420634.0,54675.0,604226.336477,934142.0,899251.0,1574691.0,0.722717,1.048043,14.0,13.0,27.0,1502505.516419
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI250-Guys-0836-T1,10600.3,464.2,13122.4,50118.4,7019.5,3224.6,4276.8,2033.0,1101.0,1520.0,22131.6,3307.9,1206.9,1059.9,264.0,3623.5,15.1,462.3,9563.1,304.8,12807.1,50837.5,7329.2,3830.5,4272.2,1981.2,3620.9,1506.5,390.9,3431.6,10.7,550.5,0.0,2413.7,0.0,0.0,0.0,0.0,0.0,197.2,1014.6,525.8,414.1,478.0,600.6,1084095.0,1058990.0,212274.216024,214868.878242,427143.094266,226198.0,227559.0,453757.0,53330.0,582465.094266,957758.0,932653.0,1663913.0,0.690036,1.059095,22.0,16.0,38.0,1571071.036126
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI251-Guys-1055-T1,10936.8,422.6,13395.7,43404.6,6154.3,3559.2,4668.3,1978.3,1202.8,1207.0,18416.4,3630.7,1549.2,882.7,325.6,3519.4,15.0,807.7,13885.4,465.9,12542.3,47263.8,6018.0,3536.8,5254.3,2066.8,3667.0,1801.5,414.6,3424.6,26.6,812.0,0.0,2244.1,0.0,0.0,0.0,0.0,0.0,174.9,899.8,505.1,446.2,407.7,632.4,954528.0,924359.0,190162.302017,189494.998351,379657.300368,188839.0,186975.0,375814.0,53314.0,524389.300368,838446.0,808277.0,1385912.0,0.693819,1.007379,11.0,9.0,20.0,1375759.985578
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI257-HH-1724-T1,18662.9,764.3,11974.7,46294.5,6843.8,3330.5,4360.2,1784.0,2359.7,2252.8,20524.6,3528.5,1013.8,1005.5,275.6,3955.8,25.2,1021.5,18079.5,1203.3,11311.3,49052.1,6258.1,3116.0,4269.8,1617.3,3639.4,1393.5,414.5,4064.9,21.7,1122.0,0.0,3694.3,0.0,0.0,0.0,0.0,0.0,242.7,1036.0,524.9,639.8,618.4,800.5,973086.0,927295.0,172936.593889,176740.444424,349677.038313,201931.0,205345.0,407276.0,52375.0,499817.038313,854127.0,808336.0,1617014.0,0.673916,1.119872,8.0,17.0,25.0,1443926.966671
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI263-HH-1684-T1,6283.8,167.3,19955.5,58969.3,10590.2,3294.7,4837.4,2008.0,820.7,2151.2,20139.2,4651.6,1403.0,929.6,639.6,4918.0,6.7,453.4,6347.9,319.3,14768.0,61551.3,8370.3,3180.5,5415.3,2289.1,4828.0,1914.7,701.3,5486.0,8.4,421.5,0.0,805.9,0.0,0.0,0.0,0.0,0.0,18.8,936.1,551.5,764.2,591.6,814.7,1096466.0,1079386.0,211608.547694,213944.168953,425552.716648,216818.5,216262.5,433081.0,66551.0,613832.716648,940810.0,923730.0,1702693.0,0.723875,1.124099,26.0,15.0,41.0,1514717.757748
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI264-Guys-0854-T1,4598.2,200.2,15845.5,56166.8,7788.7,3360.3,4395.6,1829.4,756.6,1690.2,22696.1,3936.6,1331.0,944.5,443.1,4029.8,30.9,386.5,4308.7,211.9,14772.6,55235.1,6667.8,3347.8,4502.8,2141.1,4078.6,1516.4,555.5,4177.4,14.5,443.9,0.0,758.4,0.0,0.0,0.0,0.0,0.0,166.8,857.4,565.5,731.6,494.1,737.7,1053505.0,1040921.0,191922.952532,193887.863398,385810.815931,230721.5,230183.5,460905.0,55293.0,552853.815931,912610.0,900026.0,1477913.0,0.761136,1.067762,17.0,13.0,30.0,1384122.316495
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI265-Guys-0845-T1,3490.4,167.0,20364.4,59901.5,8993.3,3531.2,5270.4,2033.7,703.2,1221.3,25845.8,4024.5,1350.0,671.0,500.7,4521.6,38.1,219.0,3009.2,203.7,20013.1,60334.0,8206.0,3535.9,5348.3,2254.3,4245.3,1610.0,553.5,4411.7,24.6,248.0,0.0,776.0,0.0,0.0,0.0,0.0,0.0,200.6,800.5,503.3,722.1,611.2,1107.0,1215473.0,1206331.0,230658.530775,230791.680636,461450.21141,264029.0,261265.0,525294.0,61308.0,643713.21141,1055448.0,1046306.0,1674377.0,0.762136,1.049882,4.0,6.0,10.0,1594823.45446
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI270-Guys-0847-T1,5151.4,428.2,16513.2,48325.9,7937.8,2398.7,3646.9,2062.0,1008.6,1655.9,23466.7,4195.5,1292.8,608.5,248.6,4341.7,81.1,331.7,4784.2,220.5,15166.8,50844.9,7191.8,2574.7,3942.2,1798.7,4796.1,1589.9,393.1,4659.1,41.1,378.8,0.0,1844.2,0.0,0.0,0.0,0.0,0.0,201.4,922.4,505.4,754.5,560.1,686.6,1155984.0,1142394.0,216115.510413,210853.983415,426969.493828,262228.5,271209.5,533438.0,54624.0,580941.493828,1026353.0,1012763.0,1618232.0,0.746449,1.044934,11.0,18.0,29.0,1548644.494161
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI291-IOP-0882-T1,7879.2,78.4,14492.7,54543.5,7796.1,3731.6,4782.1,2120.9,1016.2,1222.2,18375.9,4520.8,1420.8,1355.6,597.7,3913.8,0.0,330.1,5863.4,158.1,16323.6,56491.8,6949.1,3578.4,5195.3,2420.4,4179.8,1594.0,618.5,3791.6,0.0,394.7,0.0,1573.6,0.0,0.0,0.0,0.0,0.0,144.8,1484.1,1053.8,1022.8,837.1,914.0,1099345.0,1082512.0,219298.340292,220059.469968,439357.81026,224978.5,219506.5,444485.0,58913.0,608737.81026,958361.0,941528.0,1641174.0,0.755964,1.128552,22.0,24.0,46.0,1454229.445461
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI294-IOP-0868-T1,6213.5,99.1,11981.1,45927.6,7845.0,2910.3,4083.8,1739.6,838.8,1993.6,17681.6,4212.5,1274.2,1326.0,339.1,3482.0,0.0,189.5,5307.6,402.3,13608.5,45327.6,6899.9,2829.2,4514.0,1791.0,4025.2,1498.1,481.5,3601.0,0.0,231.0,0.0,843.7,0.0,0.0,0.0,0.0,0.0,148.5,872.7,766.0,699.5,422.0,788.0,963198.0,948033.0,201782.222056,201432.240814,403214.462871,187774.0,187736.0,375510.0,53568.0,549053.462871,846219.0,831054.0,1405313.0,0.725926,1.059132,36.0,21.0,57.0,1326853.689345
/work/harris_lab/roberto/freesurfer-results/freesurfer01/IXI295-HH-1814-T1,12219.5,229.6,12906.0,40513.0,8087.8,2710.1,3401.3,1533.6,618.6,1372.6,19923.7,4112.0,1642.8,613.1,339.2,3812.9,20.8,681.5,14697.0,308.4,13059.3,41028.3,6589.9,2918.4,3652.1,1899.3,4244.7,1566.6,412.6,3608.6,5.8,646.5,2.0,1042.8,0.0,0.0,0.0,0.0,0.0,119.9,1014.4,411.3,552.4,542.8,980.1,916155.0,885177.0,164374.433074,163212.752958,327587.186032,199470.5,199434.5,398905.0,52375.0,462528.186032,808834.0,777856.0,1324832.0,0.736321,1.064778,14.0,12.0,26.0,1244232.678637
